,name,mcc,time,transaction_value,time_interval_to_next,time_interval_from_last
8920,people1115,Fast Food Restaurants,2020-04-30 09:00:00,11,0 days 01:44:00.000000000,0 days 00:00:00.000000000
8921,people1115,Drug Stores and Pharmacies,2020-04-30 10:44:00,27,0 days 03:09:00.000000000,0 days 01:44:00.000000000
8922,people1115,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:53:00,33,0 days 00:50:00.000000000,0 days 03:09:00.000000000
8923,people1115,Drug Stores and Pharmacies,2020-04-30 14:43:00,52,0 days 02:53:00.000000000,0 days 00:50:00.000000000
8924,people1115,Drug Stores and Pharmacies,2020-04-30 17:36:00,48,0 days 00:13:00.000000000,0 days 02:53:00.000000000
8925,people1115,Fast Food Restaurants,2020-04-30 17:49:00,10,0 days 02:49:00.000000000,0 days 00:13:00.000000000
8926,people1115,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:38:00,24,0 days 00:55:00.000000000,0 days 02:49:00.000000000
8927,people1115,"Grocery Stores, Supermarkets",2020-04-30 21:33:00,76,0 days 00:00:00.000000000,0 days 00:55:00.000000000
8928,people1116,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,57,0 days 01:46:00.000000000,0 days 00:00:00.000000000
8929,people1116,Fast Food Restaurants,2020-04-30 10:46:00,41,0 days 01:47:00.000000000,0 days 01:46:00.000000000
8930,people1116,Bakeries,2020-04-30 12:33:00,15,0 days 02:14:00.000000000,0 days 01:47:00.000000000
8931,people1116,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:47:00,77,0 days 00:55:00.000000000,0 days 02:14:00.000000000
8932,people1116,Bakeries,2020-04-30 15:42:00,79,0 days 02:22:00.000000000,0 days 00:55:00.000000000
8933,people1116,Drug Stores and Pharmacies,2020-04-30 18:04:00,66,0 days 03:16:00.000000000,0 days 02:22:00.000000000
8934,people1116,Fast Food Restaurants,2020-04-30 21:20:00,38,0 days 01:07:00.000000000,0 days 03:16:00.000000000
8935,people1116,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:27:00,78,0 days 00:00:00.000000000,0 days 01:07:00.000000000
8936,people1117,Drug Stores and Pharmacies,2020-04-30 09:00:00,47,0 days 03:11:00.000000000,0 days 00:00:00.000000000
8937,people1117,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:11:00,19,0 days 00:12:00.000000000,0 days 03:11:00.000000000
8938,people1117,Drug Stores and Pharmacies,2020-04-30 12:23:00,32,0 days 00:38:00.000000000,0 days 00:12:00.000000000
8939,people1117,Fast Food Restaurants,2020-04-30 13:01:00,33,0 days 02:35:00.000000000,0 days 00:38:00.000000000
8940,people1117,Drug Stores and Pharmacies,2020-04-30 15:36:00,38,0 days 02:51:00.000000000,0 days 02:35:00.000000000
8941,people1117,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:27:00,15,0 days 02:52:00.000000000,0 days 02:51:00.000000000
8942,people1117,Bakeries,2020-04-30 21:19:00,63,0 days 02:02:00.000000000,0 days 02:52:00.000000000
8943,people1117,"Grocery Stores, Supermarkets",2020-04-30 23:21:00,15,0 days 00:00:00.000000000,0 days 02:02:00.000000000
8944,people1118,Book Stores,2020-04-30 09:00:00,37,0 days 00:54:00.000000000,0 days 00:00:00.000000000
8945,people1118,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:54:00,67,0 days 02:16:00.000000000,0 days 00:54:00.000000000
8946,people1118,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:10:00,54,0 days 01:43:00.000000000,0 days 02:16:00.000000000
8947,people1118,Fast Food Restaurants,2020-04-30 13:53:00,76,0 days 00:33:00.000000000,0 days 01:43:00.000000000
8948,people1118,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:26:00,27,0 days 00:09:00.000000000,0 days 00:33:00.000000000
8949,people1118,"Grocery Stores, Supermarkets",2020-04-30 14:35:00,37,0 days 01:56:00.000000000,0 days 00:09:00.000000000
8950,people1118,Drug Stores and Pharmacies,2020-04-30 16:31:00,58,0 days 02:43:00.000000000,0 days 01:56:00.000000000
8951,people1118,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:14:00,71,0 days 00:00:00.000000000,0 days 02:43:00.000000000
8952,people1119,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,21,0 days 00:05:00.000000000,0 days 00:00:00.000000000
8953,people1119,Bakeries,2020-04-30 09:05:00,62,0 days 01:03:00.000000000,0 days 00:05:00.000000000
8954,people1119,"Grocery Stores, Supermarkets",2020-04-30 10:08:00,24,0 days 01:30:00.000000000,0 days 01:03:00.000000000
8955,people1119,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:38:00,56,0 days 01:55:00.000000000,0 days 01:30:00.000000000
8956,people1119,Drug Stores and Pharmacies,2020-04-30 13:33:00,73,0 days 00:11:00.000000000,0 days 01:55:00.000000000
8957,people1119,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:44:00,57,0 days 03:02:00.000000000,0 days 00:11:00.000000000
8958,people1119,Drug Stores and Pharmacies,2020-04-30 16:46:00,72,0 days 00:47:00.000000000,0 days 03:02:00.000000000
8959,people1119,Fast Food Restaurants,2020-04-30 17:33:00,22,0 days 00:00:00.000000000,0 days 00:47:00.000000000
8960,people1120,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,28,0 days 00:29:00.000000000,0 days 00:00:00.000000000
8961,people1120,Fast Food Restaurants,2020-04-30 09:29:00,35,0 days 03:12:00.000000000,0 days 00:29:00.000000000
8962,people1120,Bakeries,2020-04-30 12:41:00,60,0 days 02:52:00.000000000,0 days 03:12:00.000000000
8963,people1120,Bakeries,2020-04-30 15:33:00,72,0 days 02:50:00.000000000,0 days 02:52:00.000000000
8964,people1120,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:23:00,17,0 days 02:55:00.000000000,0 days 02:50:00.000000000
8965,people1120,Book Stores,2020-04-30 21:18:00,63,0 days 00:42:00.000000000,0 days 02:55:00.000000000
8966,people1120,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:00:00,78,0 days 00:11:00.000000000,0 days 00:42:00.000000000
8967,people1120,Fast Food Restaurants,2020-04-30 22:11:00,58,0 days 00:00:00.000000000,0 days 00:11:00.000000000
8968,people1121,Bakeries,2020-04-30 09:00:00,44,0 days 01:35:00.000000000,0 days 00:00:00.000000000
8969,people1121,"Grocery Stores, Supermarkets",2020-04-30 10:35:00,68,0 days 03:12:00.000000000,0 days 01:35:00.000000000
8970,people1121,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:47:00,48,0 days 00:02:00.000000000,0 days 03:12:00.000000000
8971,people1121,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:49:00,68,0 days 00:53:00.000000000,0 days 00:02:00.000000000
8972,people1121,Bakeries,2020-04-30 14:42:00,43,0 days 02:41:00.000000000,0 days 00:53:00.000000000
8973,people1121,Fast Food Restaurants,2020-04-30 17:23:00,38,0 days 01:20:00.000000000,0 days 02:41:00.000000000
8974,people1121,Drug Stores and Pharmacies,2020-04-30 18:43:00,26,0 days 02:51:00.000000000,0 days 01:20:00.000000000
8975,people1121,Drug Stores and Pharmacies,2020-04-30 21:34:00,57,0 days 00:00:00.000000000,0 days 02:51:00.000000000
8976,people1122,Fast Food Restaurants,2020-04-30 09:00:00,33,0 days 02:00:00.000000000,0 days 00:00:00.000000000
8977,people1122,Drug Stores and Pharmacies,2020-04-30 11:00:00,59,0 days 01:09:00.000000000,0 days 02:00:00.000000000
8978,people1122,Fast Food Restaurants,2020-04-30 12:09:00,30,0 days 03:12:00.000000000,0 days 01:09:00.000000000
8979,people1122,Drug Stores and Pharmacies,2020-04-30 15:21:00,65,0 days 02:48:00.000000000,0 days 03:12:00.000000000
8980,people1122,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:09:00,78,0 days 00:27:00.000000000,0 days 02:48:00.000000000
8981,people1122,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:36:00,24,0 days 01:12:00.000000000,0 days 00:27:00.000000000
8982,people1122,"Grocery Stores, Supermarkets",2020-04-30 19:48:00,26,0 days 00:59:00.000000000,0 days 01:12:00.000000000
8983,people1122,Book Stores,2020-04-30 20:47:00,52,0 days 00:00:00.000000000,0 days 00:59:00.000000000
8984,people1123,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,71,0 days 00:48:00.000000000,0 days 00:00:00.000000000
8985,people1123,Bakeries,2020-04-30 09:48:00,58,0 days 02:46:00.000000000,0 days 00:48:00.000000000
8986,people1123,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:34:00,43,0 days 01:20:00.000000000,0 days 02:46:00.000000000
8987,people1123,Book Stores,2020-04-30 13:54:00,62,0 days 00:53:00.000000000,0 days 01:20:00.000000000
8988,people1123,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:47:00,28,0 days 01:43:00.000000000,0 days 00:53:00.000000000
8989,people1123,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:30:00,62,0 days 01:43:00.000000000,0 days 01:43:00.000000000
8990,people1123,Bakeries,2020-04-30 18:13:00,49,0 days 02:55:00.000000000,0 days 01:43:00.000000000
8991,people1123,Bakeries,2020-04-30 21:08:00,32,0 days 00:00:00.000000000,0 days 02:55:00.000000000
8992,people1124,Drug Stores and Pharmacies,2020-04-30 09:00:00,30,0 days 02:11:00.000000000,0 days 00:00:00.000000000
8993,people1124,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:11:00,36,0 days 02:51:00.000000000,0 days 02:11:00.000000000
8994,people1124,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:02:00,40,0 days 00:49:00.000000000,0 days 02:51:00.000000000
8995,people1124,Bakeries,2020-04-30 14:51:00,52,0 days 00:25:00.000000000,0 days 00:49:00.000000000
8996,people1124,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:16:00,51,0 days 02:45:00.000000000,0 days 00:25:00.000000000
8997,people1124,Fast Food Restaurants,2020-04-30 18:01:00,37,0 days 02:12:00.000000000,0 days 02:45:00.000000000
8998,people1124,"Grocery Stores, Supermarkets",2020-04-30 20:13:00,43,0 days 03:06:00.000000000,0 days 02:12:00.000000000
8999,people1124,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:19:00,14,0 days 00:00:00.000000000,0 days 03:06:00.000000000
9000,people1125,Book Stores,2020-04-30 09:00:00,77,0 days 00:59:00.000000000,0 days 00:00:00.000000000
9001,people1125,Drug Stores and Pharmacies,2020-04-30 09:59:00,67,0 days 00:07:00.000000000,0 days 00:59:00.000000000
9002,people1125,Bakeries,2020-04-30 10:06:00,67,0 days 01:20:00.000000000,0 days 00:07:00.000000000
9003,people1125,Drug Stores and Pharmacies,2020-04-30 11:26:00,64,0 days 00:35:00.000000000,0 days 01:20:00.000000000
9004,people1125,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:01:00,30,0 days 02:47:00.000000000,0 days 00:35:00.000000000
9005,people1125,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:48:00,68,0 days 01:16:00.000000000,0 days 02:47:00.000000000
9006,people1125,Fast Food Restaurants,2020-04-30 16:04:00,33,0 days 02:39:00.000000000,0 days 01:16:00.000000000
9007,people1125,Bakeries,2020-04-30 18:43:00,46,0 days 00:00:00.000000000,0 days 02:39:00.000000000
9008,people1126,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,69,0 days 02:52:00.000000000,0 days 00:00:00.000000000
9009,people1126,Book Stores,2020-04-30 11:52:00,21,0 days 00:03:00.000000000,0 days 02:52:00.000000000
9010,people1126,Book Stores,2020-04-30 11:55:00,38,0 days 01:22:00.000000000,0 days 00:03:00.000000000
9011,people1126,Drug Stores and Pharmacies,2020-04-30 13:17:00,37,0 days 01:42:00.000000000,0 days 01:22:00.000000000
9012,people1126,Drug Stores and Pharmacies,2020-04-30 14:59:00,28,0 days 00:54:00.000000000,0 days 01:42:00.000000000
9013,people1126,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 15:53:00,79,0 days 02:14:00.000000000,0 days 00:54:00.000000000
9014,people1126,"Grocery Stores, Supermarkets",2020-04-30 18:07:00,75,0 days 00:30:00.000000000,0 days 02:14:00.000000000
9015,people1126,Fast Food Restaurants,2020-04-30 18:37:00,12,0 days 00:00:00.000000000,0 days 00:30:00.000000000
9016,people1127,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,25,0 days 01:30:00.000000000,0 days 00:00:00.000000000
9017,people1127,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:30:00,35,0 days 02:57:00.000000000,0 days 01:30:00.000000000
9018,people1127,Fast Food Restaurants,2020-04-30 13:27:00,37,0 days 02:58:00.000000000,0 days 02:57:00.000000000
9019,people1127,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:25:00,10,0 days 00:34:00.000000000,0 days 02:58:00.000000000
9020,people1127,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:59:00,62,0 days 00:54:00.000000000,0 days 00:34:00.000000000
9021,people1127,Drug Stores and Pharmacies,2020-04-30 17:53:00,49,0 days 01:33:00.000000000,0 days 00:54:00.000000000
9022,people1127,Book Stores,2020-04-30 19:26:00,50,0 days 00:58:00.000000000,0 days 01:33:00.000000000
9023,people1127,Fast Food Restaurants,2020-04-30 20:24:00,75,0 days 00:00:00.000000000,0 days 00:58:00.000000000
9024,people1128,Bakeries,2020-04-30 09:00:00,31,0 days 00:19:00.000000000,0 days 00:00:00.000000000
9025,people1128,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:19:00,76,0 days 02:23:00.000000000,0 days 00:19:00.000000000
9026,people1128,Bakeries,2020-04-30 11:42:00,39,0 days 00:18:00.000000000,0 days 02:23:00.000000000
9027,people1128,Drug Stores and Pharmacies,2020-04-30 12:00:00,33,0 days 00:27:00.000000000,0 days 00:18:00.000000000
9028,people1128,Bakeries,2020-04-30 12:27:00,16,0 days 02:03:00.000000000,0 days 00:27:00.000000000
9029,people1128,Drug Stores and Pharmacies,2020-04-30 14:30:00,33,0 days 01:28:00.000000000,0 days 02:03:00.000000000
9030,people1128,Fast Food Restaurants,2020-04-30 15:58:00,78,0 days 01:43:00.000000000,0 days 01:28:00.000000000
9031,people1128,Drug Stores and Pharmacies,2020-04-30 17:41:00,53,0 days 00:00:00.000000000,0 days 01:43:00.000000000
9032,people1129,Fast Food Restaurants,2020-04-30 09:00:00,72,0 days 01:45:00.000000000,0 days 00:00:00.000000000
9033,people1129,Bakeries,2020-04-30 10:45:00,45,0 days 02:26:00.000000000,0 days 01:45:00.000000000
9034,people1129,Drug Stores and Pharmacies,2020-04-30 13:11:00,79,0 days 02:22:00.000000000,0 days 02:26:00.000000000
9035,people1129,Fast Food Restaurants,2020-04-30 15:33:00,60,0 days 03:12:00.000000000,0 days 02:22:00.000000000
9036,people1129,Drug Stores and Pharmacies,2020-04-30 18:45:00,10,0 days 00:10:00.000000000,0 days 03:12:00.000000000
9037,people1129,Bakeries,2020-04-30 18:55:00,70,0 days 01:21:00.000000000,0 days 00:10:00.000000000
9038,people1129,Fast Food Restaurants,2020-04-30 20:16:00,65,0 days 01:41:00.000000000,0 days 01:21:00.000000000
9039,people1129,Drug Stores and Pharmacies,2020-04-30 21:57:00,78,0 days 00:00:00.000000000,0 days 01:41:00.000000000
9040,people1130,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,10,0 days 00:22:00.000000000,0 days 00:00:00.000000000
9041,people1130,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:22:00,18,0 days 02:02:00.000000000,0 days 00:22:00.000000000
9042,people1130,Bakeries,2020-04-30 11:24:00,70,0 days 00:53:00.000000000,0 days 02:02:00.000000000
9043,people1130,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:17:00,37,0 days 01:59:00.000000000,0 days 00:53:00.000000000
9044,people1130,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:16:00,76,0 days 01:10:00.000000000,0 days 01:59:00.000000000
9045,people1130,Bakeries,2020-04-30 15:26:00,15,0 days 01:55:00.000000000,0 days 01:10:00.000000000
9046,people1130,Bakeries,2020-04-30 17:21:00,69,0 days 03:19:00.000000000,0 days 01:55:00.000000000
9047,people1130,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:40:00,73,0 days 00:00:00.000000000,0 days 03:19:00.000000000
9048,people1131,Drug Stores and Pharmacies,2020-04-30 09:00:00,19,0 days 01:59:00.000000000,0 days 00:00:00.000000000
9049,people1131,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:59:00,73,0 days 02:58:00.000000000,0 days 01:59:00.000000000
9050,people1131,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:57:00,51,0 days 01:46:00.000000000,0 days 02:58:00.000000000
9051,people1131,Fast Food Restaurants,2020-04-30 15:43:00,43,0 days 02:34:00.000000000,0 days 01:46:00.000000000
9052,people1131,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:17:00,71,0 days 02:19:00.000000000,0 days 02:34:00.000000000
9053,people1131,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:36:00,33,0 days 01:39:00.000000000,0 days 02:19:00.000000000
9054,people1131,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 22:15:00,46,0 days 00:03:00.000000000,0 days 01:39:00.000000000
9055,people1131,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 22:18:00,22,0 days 00:00:00.000000000,0 days 00:03:00.000000000
9056,people1132,Book Stores,2020-04-30 09:00:00,37,0 days 02:03:00.000000000,0 days 00:00:00.000000000
9057,people1132,Bakeries,2020-04-30 11:03:00,78,0 days 01:11:00.000000000,0 days 02:03:00.000000000
9058,people1132,Bakeries,2020-04-30 12:14:00,72,0 days 01:25:00.000000000,0 days 01:11:00.000000000
9059,people1132,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:39:00,69,0 days 01:16:00.000000000,0 days 01:25:00.000000000
9060,people1132,Bakeries,2020-04-30 14:55:00,32,0 days 02:00:00.000000000,0 days 01:16:00.000000000
9061,people1132,"Grocery Stores, Supermarkets",2020-04-30 16:55:00,51,0 days 03:04:00.000000000,0 days 02:00:00.000000000
9062,people1132,Drug Stores and Pharmacies,2020-04-30 19:59:00,71,0 days 00:02:00.000000000,0 days 03:04:00.000000000
9063,people1132,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:01:00,20,0 days 00:00:00.000000000,0 days 00:02:00.000000000
9064,people1133,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,21,0 days 02:33:00.000000000,0 days 00:00:00.000000000
9065,people1133,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 11:33:00,46,0 days 01:50:00.000000000,0 days 02:33:00.000000000
9066,people1133,Book Stores,2020-04-30 13:23:00,63,0 days 01:38:00.000000000,0 days 01:50:00.000000000
9067,people1133,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:01:00,53,0 days 01:20:00.000000000,0 days 01:38:00.000000000
9068,people1133,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:21:00,68,0 days 02:27:00.000000000,0 days 01:20:00.000000000
9069,people1133,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:48:00,75,0 days 00:15:00.000000000,0 days 02:27:00.000000000
9070,people1133,"Grocery Stores, Supermarkets",2020-04-30 19:03:00,31,0 days 02:37:00.000000000,0 days 00:15:00.000000000
9071,people1133,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:40:00,70,0 days 00:00:00.000000000,0 days 02:37:00.000000000
9072,people1134,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,68,0 days 00:52:00.000000000,0 days 00:00:00.000000000
9073,people1134,Fast Food Restaurants,2020-04-30 09:52:00,68,0 days 02:56:00.000000000,0 days 00:52:00.000000000
9074,people1134,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:48:00,36,0 days 02:26:00.000000000,0 days 02:56:00.000000000
9075,people1134,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:14:00,50,0 days 00:26:00.000000000,0 days 02:26:00.000000000
9076,people1134,Fast Food Restaurants,2020-04-30 15:40:00,73,0 days 01:40:00.000000000,0 days 00:26:00.000000000
9077,people1134,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:20:00,37,0 days 03:13:00.000000000,0 days 01:40:00.000000000
9078,people1134,Fast Food Restaurants,2020-04-30 20:33:00,47,0 days 00:50:00.000000000,0 days 03:13:00.000000000
9079,people1134,Bakeries,2020-04-30 21:23:00,10,0 days 00:00:00.000000000,0 days 00:50:00.000000000
9080,people1135,Bakeries,2020-04-30 09:00:00,13,0 days 00:40:00.000000000,0 days 00:00:00.000000000
9081,people1135,Bakeries,2020-04-30 09:40:00,16,0 days 02:06:00.000000000,0 days 00:40:00.000000000
9082,people1135,"Grocery Stores, Supermarkets",2020-04-30 11:46:00,13,0 days 02:05:00.000000000,0 days 02:06:00.000000000
9083,people1135,Drug Stores and Pharmacies,2020-04-30 13:51:00,51,0 days 02:19:00.000000000,0 days 02:05:00.000000000
9084,people1135,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:10:00,33,0 days 02:59:00.000000000,0 days 02:19:00.000000000
9085,people1135,Bakeries,2020-04-30 19:09:00,57,0 days 00:13:00.000000000,0 days 02:59:00.000000000
9086,people1135,Drug Stores and Pharmacies,2020-04-30 19:22:00,67,0 days 01:46:00.000000000,0 days 00:13:00.000000000
9087,people1135,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 21:08:00,69,0 days 00:00:00.000000000,0 days 01:46:00.000000000
9088,people1136,Fast Food Restaurants,2020-04-30 09:00:00,54,0 days 03:09:00.000000000,0 days 00:00:00.000000000
9089,people1136,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:09:00,27,0 days 01:44:00.000000000,0 days 03:09:00.000000000
9090,people1136,Bakeries,2020-04-30 13:53:00,30,0 days 01:53:00.000000000,0 days 01:44:00.000000000
9091,people1136,Drug Stores and Pharmacies,2020-04-30 15:46:00,65,0 days 00:06:00.000000000,0 days 01:53:00.000000000
9092,people1136,Fast Food Restaurants,2020-04-30 15:52:00,59,0 days 00:12:00.000000000,0 days 00:06:00.000000000
9093,people1136,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:04:00,31,0 days 03:00:00.000000000,0 days 00:12:00.000000000
9094,people1136,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:04:00,12,0 days 02:39:00.000000000,0 days 03:00:00.000000000
9095,people1136,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:43:00,43,0 days 00:00:00.000000000,0 days 02:39:00.000000000
9096,people1137,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,44,0 days 01:36:00.000000000,0 days 00:00:00.000000000
9097,people1137,Fast Food Restaurants,2020-04-30 10:36:00,61,0 days 00:58:00.000000000,0 days 01:36:00.000000000
9098,people1137,Drug Stores and Pharmacies,2020-04-30 11:34:00,35,0 days 00:54:00.000000000,0 days 00:58:00.000000000
9099,people1137,Fast Food Restaurants,2020-04-30 12:28:00,22,0 days 02:06:00.000000000,0 days 00:54:00.000000000
9100,people1137,Bakeries,2020-04-30 14:34:00,12,0 days 00:51:00.000000000,0 days 02:06:00.000000000
9101,people1137,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:25:00,55,0 days 00:34:00.000000000,0 days 00:51:00.000000000
9102,people1137,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:59:00,78,0 days 01:05:00.000000000,0 days 00:34:00.000000000
9103,people1137,Bakeries,2020-04-30 17:04:00,54,0 days 00:00:00.000000000,0 days 01:05:00.000000000
9104,people1138,Drug Stores and Pharmacies,2020-04-30 09:00:00,70,0 days 01:30:00.000000000,0 days 00:00:00.000000000
9105,people1138,Fast Food Restaurants,2020-04-30 10:30:00,40,0 days 00:29:00.000000000,0 days 01:30:00.000000000
9106,people1138,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:59:00,34,0 days 02:37:00.000000000,0 days 00:29:00.000000000
9107,people1138,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:36:00,43,0 days 02:51:00.000000000,0 days 02:37:00.000000000
9108,people1138,Drug Stores and Pharmacies,2020-04-30 16:27:00,36,0 days 00:05:00.000000000,0 days 02:51:00.000000000
9109,people1138,Fast Food Restaurants,2020-04-30 16:32:00,64,0 days 00:05:00.000000000,0 days 00:05:00.000000000
9110,people1138,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:37:00,17,0 days 02:49:00.000000000,0 days 00:05:00.000000000
9111,people1138,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:26:00,21,0 days 00:00:00.000000000,0 days 02:49:00.000000000
9112,people1139,Book Stores,2020-04-30 09:00:00,14,0 days 00:58:00.000000000,0 days 00:00:00.000000000
9113,people1139,Bakeries,2020-04-30 09:58:00,61,0 days 00:53:00.000000000,0 days 00:58:00.000000000
9114,people1139,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:51:00,37,0 days 02:50:00.000000000,0 days 00:53:00.000000000
9115,people1139,Fast Food Restaurants,2020-04-30 13:41:00,19,0 days 01:17:00.000000000,0 days 02:50:00.000000000
