,name,mcc,time,transaction_value
4712,people428,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:42:00,74
4713,people428,Fast Food Restaurants,2020-04-30 15:26:00,11
4714,people428,Drug Stores and Pharmacies,2020-04-30 17:09:00,11
4715,people428,Drug Stores and Pharmacies,2020-04-30 19:04:00,56
4716,people428,Drug Stores and Pharmacies,2020-04-30 19:37:00,43
4717,people428,Drug Stores and Pharmacies,2020-04-30 20:12:00,34
4718,people428,Drug Stores and Pharmacies,2020-04-30 23:27:00,73
4719,people429,Fast Food Restaurants,2020-04-30 09:00:00,66
4720,people429,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:04:00,29
4721,people429,Book Stores,2020-04-30 12:55:00,30
4722,people429,Fast Food Restaurants,2020-04-30 12:58:00,31
4723,people429,Fast Food Restaurants,2020-04-30 15:40:00,46
4724,people429,"Grocery Stores, Supermarkets",2020-04-30 18:28:00,72
4725,people429,Bakeries,2020-04-30 21:43:00,28
4726,people429,Drug Stores and Pharmacies,2020-04-30 21:54:00,73
4727,people429,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:12:00,58
4728,people429,Bakeries,2020-05-01 01:32:00,38
4729,people429,Book Stores,2020-05-01 03:05:00,46
4730,people430,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,31
4731,people430,"Grocery Stores, Supermarkets",2020-04-30 11:02:00,49
4732,people430,Bakeries,2020-04-30 14:16:00,46
4733,people430,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:38:00,75
4734,people430,Bakeries,2020-04-30 17:42:00,78
4735,people430,Drug Stores and Pharmacies,2020-04-30 18:53:00,19
4736,people430,"Grocery Stores, Supermarkets",2020-04-30 20:10:00,42
4737,people430,Book Stores,2020-04-30 21:42:00,11
4738,people430,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:02:00,21
4739,people430,Bakeries,2020-05-01 01:13:00,58
4740,people430,Drug Stores and Pharmacies,2020-05-01 01:46:00,73
4741,people431,Drug Stores and Pharmacies,2020-04-30 09:00:00,59
4742,people431,Drug Stores and Pharmacies,2020-04-30 11:08:00,57
4743,people431,Drug Stores and Pharmacies,2020-04-30 13:53:00,70
4744,people431,Drug Stores and Pharmacies,2020-04-30 15:16:00,11
4745,people431,Drug Stores and Pharmacies,2020-04-30 18:21:00,15
4746,people431,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:28:00,56
4747,people431,Bakeries,2020-04-30 20:47:00,49
4748,people431,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:24:00,25
4749,people431,Bakeries,2020-05-01 00:51:00,33
4750,people431,Drug Stores and Pharmacies,2020-05-01 03:25:00,72
4751,people431,Drug Stores and Pharmacies,2020-05-01 04:34:00,11
4752,people432,Book Stores,2020-04-30 09:00:00,78
4753,people432,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:19:00,78
4754,people432,Bakeries,2020-04-30 10:27:00,33
4755,people432,Bakeries,2020-04-30 13:00:00,48
4756,people432,Book Stores,2020-04-30 15:27:00,57
4757,people432,Fast Food Restaurants,2020-04-30 15:49:00,30
4758,people432,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:44:00,27
4759,people432,Bakeries,2020-04-30 19:57:00,47
4760,people432,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:36:00,60
4761,people432,"Grocery Stores, Supermarkets",2020-04-30 23:40:00,18
4762,people432,Bakeries,2020-05-01 01:20:00,34
4763,people433,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,55
4764,people433,Book Stores,2020-04-30 11:31:00,53
4765,people433,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:16:00,11
4766,people433,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:24:00,24
4767,people433,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:36:00,63
4768,people433,Book Stores,2020-04-30 23:06:00,54
4769,people433,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:57:00,41
4770,people433,Drug Stores and Pharmacies,2020-05-01 05:07:00,71
4771,people433,Drug Stores and Pharmacies,2020-05-01 05:59:00,15
4772,people433,Drug Stores and Pharmacies,2020-05-01 08:57:00,39
4773,people433,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 10:03:00,12
4774,people434,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,51
4775,people434,Bakeries,2020-04-30 09:02:00,59
4776,people434,"Grocery Stores, Supermarkets",2020-04-30 11:10:00,34
4777,people434,Drug Stores and Pharmacies,2020-04-30 11:48:00,49
4778,people434,Drug Stores and Pharmacies,2020-04-30 14:48:00,44
4779,people434,Drug Stores and Pharmacies,2020-04-30 16:04:00,30
4780,people434,Drug Stores and Pharmacies,2020-04-30 16:42:00,20
4781,people434,Drug Stores and Pharmacies,2020-04-30 17:59:00,12
4782,people434,Drug Stores and Pharmacies,2020-04-30 18:50:00,49
4783,people434,Fast Food Restaurants,2020-04-30 20:36:00,30
4784,people434,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:07:00,67
4785,people435,Bakeries,2020-04-30 09:00:00,73
4786,people435,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 11:21:00,55
4787,people435,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:23:00,56
4788,people435,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:52:00,26
4789,people435,Fast Food Restaurants,2020-04-30 14:38:00,79
4790,people435,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:46:00,31
4791,people435,Book Stores,2020-04-30 18:51:00,46
4792,people435,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:53:00,20
4793,people435,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:48:00,36
4794,people435,Fast Food Restaurants,2020-04-30 23:04:00,64
4795,people435,"Grocery Stores, Supermarkets",2020-05-01 00:40:00,75
4796,people436,Fast Food Restaurants,2020-04-30 09:00:00,24
4797,people436,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 11:33:00,77
4798,people436,Bakeries,2020-04-30 13:46:00,38
4799,people436,Drug Stores and Pharmacies,2020-04-30 13:57:00,45
4800,people436,Book Stores,2020-04-30 15:04:00,71
4801,people436,Fast Food Restaurants,2020-04-30 15:31:00,38
4802,people436,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:47:00,45
4803,people436,Bakeries,2020-04-30 20:37:00,58
4804,people436,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:39:00,58
4805,people436,Drug Stores and Pharmacies,2020-04-30 21:48:00,69
4806,people436,Drug Stores and Pharmacies,2020-04-30 22:43:00,53
4807,people437,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,77
4808,people437,Fast Food Restaurants,2020-04-30 11:02:00,18
4809,people437,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:45:00,22
4810,people437,Bakeries,2020-04-30 13:49:00,41
4811,people437,Book Stores,2020-04-30 14:20:00,26
4812,people437,Fast Food Restaurants,2020-04-30 15:26:00,48
4813,people437,Bakeries,2020-04-30 17:13:00,75
4814,people437,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:44:00,11
4815,people437,Fast Food Restaurants,2020-04-30 18:21:00,40
4816,people437,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:46:00,29
4817,people437,Bakeries,2020-04-30 19:11:00,39
4818,people438,Drug Stores and Pharmacies,2020-04-30 09:00:00,69
4819,people438,"Grocery Stores, Supermarkets",2020-04-30 10:09:00,41
4820,people438,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:21:00,61
4821,people438,Bakeries,2020-04-30 15:20:00,74
4822,people438,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:50:00,74
4823,people438,Bakeries,2020-04-30 18:20:00,41
4824,people438,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:10:00,51
4825,people438,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:17:00,64
4826,people438,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:31:00,60
4827,people438,Fast Food Restaurants,2020-05-01 00:39:00,42
4828,people438,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 03:37:00,45
4829,people439,Book Stores,2020-04-30 09:00:00,26
4830,people439,Fast Food Restaurants,2020-04-30 11:25:00,70
4831,people439,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:02:00,21
4832,people439,Fast Food Restaurants,2020-04-30 16:06:00,14
4833,people439,Fast Food Restaurants,2020-04-30 16:37:00,38
4834,people439,Drug Stores and Pharmacies,2020-04-30 18:11:00,44
4835,people439,"Grocery Stores, Supermarkets",2020-04-30 21:11:00,58
4836,people439,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 00:23:00,51
4837,people439,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 00:34:00,79
4838,people439,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 00:44:00,68
4839,people439,"Grocery Stores, Supermarkets",2020-05-01 02:02:00,41
4840,people440,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,70
4841,people440,Bakeries,2020-04-30 09:56:00,46
4842,people440,Drug Stores and Pharmacies,2020-04-30 10:04:00,36
4843,people440,Drug Stores and Pharmacies,2020-04-30 13:01:00,62
4844,people440,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:35:00,40
4845,people440,Book Stores,2020-04-30 16:12:00,20
4846,people440,Book Stores,2020-04-30 19:21:00,14
4847,people440,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 21:08:00,43
4848,people440,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:48:00,55
4849,people440,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:42:00,64
4850,people440,"Grocery Stores, Supermarkets",2020-05-01 02:48:00,62
4851,people441,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,12
4852,people441,Book Stores,2020-04-30 09:06:00,73
4853,people441,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:36:00,35
4854,people441,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:26:00,77
4855,people441,Bakeries,2020-04-30 12:59:00,67
4856,people441,Book Stores,2020-04-30 13:38:00,29
4857,people441,Book Stores,2020-04-30 16:17:00,28
4858,people441,Drug Stores and Pharmacies,2020-04-30 16:46:00,25
4859,people441,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:59:00,52
4860,people441,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:20:00,51
4861,people441,Bakeries,2020-04-30 20:23:00,47
4862,people442,Bakeries,2020-04-30 09:00:00,75
4863,people442,"Grocery Stores, Supermarkets",2020-04-30 11:58:00,36
4864,people442,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:06:00,31
4865,people442,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:56:00,27
4866,people442,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:08:00,36
4867,people442,Fast Food Restaurants,2020-04-30 18:24:00,40
4868,people442,Fast Food Restaurants,2020-04-30 21:00:00,60
4869,people442,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:15:00,68
4870,people442,Fast Food Restaurants,2020-04-30 22:17:00,67
4871,people442,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:03:00,52
4872,people442,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:40:00,26
4873,people443,Fast Food Restaurants,2020-04-30 09:00:00,56
4874,people443,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:54:00,51
4875,people443,Bakeries,2020-04-30 10:13:00,20
4876,people443,"Grocery Stores, Supermarkets",2020-04-30 12:53:00,79
4877,people443,Drug Stores and Pharmacies,2020-04-30 14:34:00,29
4878,people443,Fast Food Restaurants,2020-04-30 16:58:00,33
4879,people443,Fast Food Restaurants,2020-04-30 17:28:00,26
4880,people443,Fast Food Restaurants,2020-04-30 19:14:00,57
4881,people443,"Grocery Stores, Supermarkets",2020-04-30 21:38:00,73
4882,people443,Book Stores,2020-04-30 21:45:00,36
4883,people443,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:58:00,19
4884,people444,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,15
4885,people444,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:25:00,40
4886,people444,"Grocery Stores, Supermarkets",2020-04-30 14:00:00,52
4887,people444,Drug Stores and Pharmacies,2020-04-30 16:06:00,30
4888,people444,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:42:00,41
4889,people444,"Grocery Stores, Supermarkets",2020-04-30 19:23:00,55
4890,people444,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:07:00,13
4891,people444,Bakeries,2020-04-30 21:17:00,41
4892,people444,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:33:00,23
4893,people444,Bakeries,2020-04-30 23:01:00,25
4894,people444,Book Stores,2020-04-30 23:25:00,21
4895,people445,Drug Stores and Pharmacies,2020-04-30 09:00:00,36
4896,people445,Drug Stores and Pharmacies,2020-04-30 09:17:00,67
4897,people445,Drug Stores and Pharmacies,2020-04-30 09:44:00,28
4898,people445,Drug Stores and Pharmacies,2020-04-30 10:00:00,25
4899,people445,"Grocery Stores, Supermarkets",2020-04-30 11:31:00,58
4900,people445,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:34:00,64
4901,people445,Bakeries,2020-04-30 17:24:00,26
4902,people445,"Grocery Stores, Supermarkets",2020-04-30 19:15:00,24
4903,people445,Fast Food Restaurants,2020-04-30 21:32:00,33
4904,people445,Bakeries,2020-04-30 21:34:00,75
4905,people445,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:41:00,19
4906,people446,Book Stores,2020-04-30 09:00:00,60
4907,people446,Book Stores,2020-04-30 10:14:00,69
4908,people446,Book Stores,2020-04-30 11:56:00,62
4909,people446,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:43:00,40
4910,people446,Fast Food Restaurants,2020-04-30 13:27:00,68
4911,people446,"Grocery Stores, Supermarkets",2020-04-30 14:44:00,72
4912,people446,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:51:00,10
4913,people446,Bakeries,2020-04-30 17:26:00,28
4914,people446,Drug Stores and Pharmacies,2020-04-30 17:38:00,24
4915,people446,Drug Stores and Pharmacies,2020-04-30 20:09:00,52
4916,people446,Drug Stores and Pharmacies,2020-04-30 20:35:00,27
4917,people447,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,19
4918,people447,Drug Stores and Pharmacies,2020-04-30 10:23:00,62
4919,people447,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:33:00,26
4920,people447,Book Stores,2020-04-30 13:40:00,36
4921,people447,Fast Food Restaurants,2020-04-30 16:49:00,42
4922,people447,Fast Food Restaurants,2020-04-30 17:25:00,31
4923,people447,Bakeries,2020-04-30 19:53:00,20
4924,people447,Drug Stores and Pharmacies,2020-04-30 20:11:00,39
4925,people447,Drug Stores and Pharmacies,2020-04-30 23:28:00,39
4926,people447,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:42:00,78
4927,people447,Bakeries,2020-05-01 01:38:00,50
4928,people448,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,36
4929,people448,Bakeries,2020-04-30 09:46:00,22
4930,people448,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:08:00,35
4931,people448,"Grocery Stores, Supermarkets",2020-04-30 12:07:00,41
4932,people448,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:10:00,24
4933,people448,Fast Food Restaurants,2020-04-30 17:14:00,43
4934,people448,Drug Stores and Pharmacies,2020-04-30 20:00:00,66
4935,people448,Drug Stores and Pharmacies,2020-04-30 21:26:00,44
4936,people448,"Grocery Stores, Supermarkets",2020-04-30 22:32:00,75
4937,people448,Drug Stores and Pharmacies,2020-04-30 23:17:00,22
4938,people448,Drug Stores and Pharmacies,2020-04-30 23:52:00,61
4939,people449,Bakeries,2020-04-30 09:00:00,14
4940,people449,Book Stores,2020-04-30 09:03:00,55
4941,people449,Fast Food Restaurants,2020-04-30 11:24:00,56
4942,people449,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:24:00,65
4943,people449,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:08:00,63
4944,people449,Fast Food Restaurants,2020-04-30 17:13:00,20
4945,people449,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:25:00,11
4946,people449,Book Stores,2020-04-30 22:02:00,30
4947,people449,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:47:00,74
4948,people449,"Grocery Stores, Supermarkets",2020-04-30 23:44:00,24
4949,people449,Bakeries,2020-05-01 01:35:00,11
4950,people450,Fast Food Restaurants,2020-04-30 09:00:00,46
4951,people450,Drug Stores and Pharmacies,2020-04-30 12:12:00,31
4952,people450,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:53:00,19
4953,people450,Bakeries,2020-04-30 16:49:00,25
4954,people450,Book Stores,2020-04-30 16:52:00,56
4955,people450,Fast Food Restaurants,2020-04-30 16:57:00,37
4956,people450,Book Stores,2020-04-30 17:00:00,29
4957,people450,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:49:00,32
4958,people450,Bakeries,2020-04-30 18:25:00,65
4959,people450,"Grocery Stores, Supermarkets",2020-04-30 21:19:00,33
4960,people450,Bakeries,2020-05-01 00:34:00,39
4961,people451,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,53
4962,people451,Bakeries,2020-04-30 11:03:00,42
4963,people451,Drug Stores and Pharmacies,2020-04-30 13:45:00,33
4964,people451,Drug Stores and Pharmacies,2020-04-30 16:35:00,41
4965,people451,Drug Stores and Pharmacies,2020-04-30 19:42:00,21
4966,people451,Drug Stores and Pharmacies,2020-04-30 22:19:00,11
4967,people451,Drug Stores and Pharmacies,2020-04-30 23:09:00,65
4968,people451,Drug Stores and Pharmacies,2020-05-01 00:14:00,54
4969,people451,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 00:26:00,62
4970,people451,"Grocery Stores, Supermarkets",2020-05-01 02:14:00,16
4971,people451,Book Stores,2020-05-01 04:10:00,35
4972,people452,Drug Stores and Pharmacies,2020-04-30 09:00:00,37
4973,people452,Book Stores,2020-04-30 10:48:00,17
4974,people452,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:50:00,47
4975,people452,Drug Stores and Pharmacies,2020-04-30 13:17:00,12
4976,people452,Drug Stores and Pharmacies,2020-04-30 14:49:00,23
4977,people452,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:24:00,72
4978,people452,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:08:00,29
4979,people452,Bakeries,2020-04-30 19:16:00,11
4980,people452,Drug Stores and Pharmacies,2020-04-30 21:44:00,70
4981,people452,Drug Stores and Pharmacies,2020-05-01 00:53:00,78
4982,people452,Drug Stores and Pharmacies,2020-05-01 02:21:00,75
4983,people453,Book Stores,2020-04-30 09:00:00,78
4984,people453,Bakeries,2020-04-30 11:37:00,24
4985,people453,Drug Stores and Pharmacies,2020-04-30 14:45:00,34
4986,people453,Drug Stores and Pharmacies,2020-04-30 16:10:00,39
4987,people453,Drug Stores and Pharmacies,2020-04-30 16:59:00,36
4988,people453,Drug Stores and Pharmacies,2020-04-30 18:19:00,56
4989,people453,Drug Stores and Pharmacies,2020-04-30 19:06:00,41
4990,people453,Drug Stores and Pharmacies,2020-04-30 21:39:00,53
4991,people453,"Grocery Stores, Supermarkets",2020-04-30 22:26:00,68
4992,people453,Drug Stores and Pharmacies,2020-04-30 23:52:00,47
4993,people453,"Grocery Stores, Supermarkets",2020-04-30 23:58:00,59
4994,people454,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,75
4995,people454,Book Stores,2020-04-30 10:35:00,54
4996,people454,Fast Food Restaurants,2020-04-30 10:39:00,15
4997,people454,Bakeries,2020-04-30 11:07:00,11
4998,people454,Drug Stores and Pharmacies,2020-04-30 12:16:00,62
4999,people454,"Grocery Stores, Supermarkets",2020-04-30 14:53:00,14
5000,people454,Bakeries,2020-04-30 16:20:00,39
5001,people454,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:58:00,43
5002,people454,Bakeries,2020-04-30 19:46:00,66
5003,people454,"Grocery Stores, Supermarkets",2020-04-30 20:00:00,71
5004,people454,Drug Stores and Pharmacies,2020-04-30 20:05:00,45
5005,people455,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,53
5006,people455,Fast Food Restaurants,2020-04-30 09:18:00,44
5007,people455,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:45:00,78
5008,people455,Fast Food Restaurants,2020-04-30 11:04:00,68
5009,people455,Fast Food Restaurants,2020-04-30 13:31:00,55
5010,people455,Fast Food Restaurants,2020-04-30 14:49:00,72
5011,people455,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 15:44:00,50
5012,people455,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:55:00,50
5013,people455,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:36:00,27
5014,people455,"Grocery Stores, Supermarkets",2020-04-30 19:52:00,51
5015,people455,Bakeries,2020-04-30 20:53:00,72
5016,people456,Bakeries,2020-04-30 09:00:00,52
5017,people456,Drug Stores and Pharmacies,2020-04-30 12:11:00,54
5018,people456,"Grocery Stores, Supermarkets",2020-04-30 12:15:00,59
5019,people456,Drug Stores and Pharmacies,2020-04-30 15:30:00,35
5020,people456,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:18:00,65
5021,people456,Fast Food Restaurants,2020-04-30 18:55:00,35
5022,people456,Fast Food Restaurants,2020-04-30 20:10:00,14
5023,people456,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:19:00,62
5024,people456,Book Stores,2020-04-30 20:26:00,70
5025,people456,Fast Food Restaurants,2020-04-30 23:10:00,33
5026,people456,Fast Food Restaurants,2020-05-01 01:30:00,36
5027,people457,Fast Food Restaurants,2020-04-30 09:00:00,79
5028,people457,Fast Food Restaurants,2020-04-30 10:39:00,31
5029,people457,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:49:00,19
5030,people457,Book Stores,2020-04-30 12:20:00,75
5031,people457,Bakeries,2020-04-30 13:33:00,22
5032,people457,Book Stores,2020-04-30 15:42:00,35
5033,people457,Book Stores,2020-04-30 16:00:00,70
5034,people457,Fast Food Restaurants,2020-04-30 19:00:00,70
5035,people457,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:35:00,32
5036,people457,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:19:00,62
5037,people457,Bakeries,2020-04-30 22:53:00,53
5038,people458,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,45
5039,people458,Bakeries,2020-04-30 09:23:00,49
5040,people458,Drug Stores and Pharmacies,2020-04-30 12:42:00,40
5041,people458,Drug Stores and Pharmacies,2020-04-30 14:32:00,51
5042,people458,Bakeries,2020-04-30 16:57:00,43
5043,people458,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:16:00,13
5044,people458,Fast Food Restaurants,2020-04-30 21:32:00,27
5045,people458,Fast Food Restaurants,2020-05-01 00:04:00,33
5046,people458,Fast Food Restaurants,2020-05-01 01:39:00,69
5047,people458,"Grocery Stores, Supermarkets",2020-05-01 01:41:00,33
5048,people458,Fast Food Restaurants,2020-05-01 03:44:00,16
5049,people459,Drug Stores and Pharmacies,2020-04-30 09:00:00,63
5050,people459,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:40:00,33
5051,people459,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:09:00,14
5052,people459,Drug Stores and Pharmacies,2020-04-30 15:36:00,42
5053,people459,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:07:00,47
5054,people459,Drug Stores and Pharmacies,2020-04-30 17:12:00,78
5055,people459,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:48:00,77
5056,people459,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:17:00,59
5057,people459,Book Stores,2020-04-30 19:18:00,35
5058,people459,"Grocery Stores, Supermarkets",2020-04-30 20:10:00,42
5059,people459,Bakeries,2020-04-30 21:36:00,45
5060,people460,Book Stores,2020-04-30 09:00:00,42
